State,District,Latitude,Longitude,Population,Male,Female,Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,1318684,1221389,1466002,612064,1033,2291133,237353,2218,295,334,775
Bihar,Aurangabad,24.77429186746988,84.45986024096379,2540073,1318684,1221389,1466002,612064,1033,2291133,237353,2218,295,334,775
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,1318684,1221389,1466002,612064,1033,2291133,237353,2218,295,334,775
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1334351,3098,3876395,488121,3943,913,870,1723
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1334351,3098,3876395,488121,3943,913,870,1723
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1334351,3098,3876395,488121,3943,913,870,1723
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,565112,2045,1964620,244394,1299,250,176,279
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,565112,2045,1964620,244394,1299,250,176,279
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,565112,2045,1964620,244394,1299,250,176,279
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,302649,78793,1525746,217621,8443,162,159,87
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,302649,78793,1525746,217621,8443,162,159,87
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,302649,78793,1525746,217621,8443,162,159,87
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,222974,1285,1045117,75742,691,148,248,60
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,222974,1285,1045117,75742,691,148,248,60
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,222974,1285,1045117,75742,691,148,248,60
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,26073,0,34811,11842,787,776,1164,34920,72
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,26073,0,34811,11842,787,776,1164,34920,72
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,26073,0,34811,11842,787,776,1164,34920,72
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,48492,0,46380,31265,1970,8466,328,36087,71
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,48492,0,46380,31265,1970,8466,328,36087,71
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,48492,0,46380,31265,1970,8466,328,36087,71
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,38449,0,72400,12333,652,37136,36,452,23
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,38449,0,72400,12333,652,37136,36,452,23
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,38449,0,72400,12333,652,37136,36,452,23
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,121048,0,117216,57027,6148,84397,310,4768,139
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,121048,0,117216,57027,6148,84397,310,4768,139
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,121048,0,117216,57027,6148,84397,310,4768,139
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,45278,0,78323,13474,521,8779,28,297,11
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,45278,0,78323,13474,521,8779,28,297,11
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,45278,0,78323,13474,521,8779,28,297,11
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,64746,0,92783,15881,2218,29969,577,3311,49
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,64746,0,92783,15881,2218,29969,577,3311,49
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,64746,0,92783,15881,2218,29969,577,3311,49
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,62576,0,69979,27854,2289,18254,69,776,30
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,62576,0,69979,27854,2289,18254,69,776,30
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,62576,0,69979,27854,2289,18254,69,776,30
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,18195,0,28468,5261,411,5643,27,2577,7
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,18195,0,28468,5261,411,5643,27,2577,7
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,18195,0,28468,5261,411,5643,27,2577,7
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,73174,0,53878,47683,2134,35969,94,50381,95
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,73174,0,53878,47683,2134,35969,94,50381,95
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,73174,0,53878,47683,2134,35969,94,50381,95
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,47974,0,98372,20682,1103,83361,61,778,43
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,47974,0,98372,20682,1103,83361,61,778,43
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,47974,0,98372,20682,1103,83361,61,778,43
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,54057,0,72911,9551,1482,34402,27,193,13
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,54057,0,72911,9551,1482,34402,27,193,13
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,54057,0,72911,9551,1482,34402,27,193,13
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,36606,0,90764,4859,471,51189,43,121,81
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,36606,0,90764,4859,471,51189,43,121,81
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,36606,0,90764,4859,471,51189,43,121,81
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,31849,0,25974,28915,2247,9213,33,2932,19
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,31849,0,25974,28915,2247,9213,33,2932,19
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,31849,0,25974,28915,2247,9213,33,2932,19
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,83062,0,47410,99020,3846,10684,210,24452,104
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,83062,0,47410,99020,3846,10684,210,24452,104
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,83062,0,47410,99020,3846,10684,210,24452,104
Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,0,238285,8102,3444,236494,84,1256,314
Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,0,238285,8102,3444,236494,84,1256,314
Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,0,238285,8102,3444,236494,84,1256,314
Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,0,178431,9840,2057,181847,78,442,66
Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,0,178431,9840,2057,181847,78,442,66
Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,0,178431,9840,2057,181847,78,442,66
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,71217,69540,102881,0,136561,2580,772,136995,39,286,6
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,71217,69540,102881,0,136561,2580,772,136995,39,286,6
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,71217,69540,102881,0,136561,2580,772,136995,39,286,6
Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,84505,81838,128208,0,156621,5605,2043,158236,34,318,8
Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,84505,81838,128208,0,156621,5605,2043,158236,34,318,8
Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,84505,81838,128208,0,156621,5605,2043,158236,34,318,8
Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,197394,181417,278037,0,223989,108900,31212,234239,566,1270,2148
Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,197394,181417,278037,0,223989,108900,31212,234239,566,1270,2148
Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,197394,181417,278037,0,223989,108900,31212,234239,566,1270,2148
Nagaland,Phek,25.63272986577182,94.56814563758392,163418,83743,79675,105893,0,157146,3563,950,158224,31,350,17
Nagaland,Phek,25.63272986577182,94.56814563758392,163418,83743,79675,105893,0,157146,3563,950,158224,31,350,17
Nagaland,Phek,25.63272986577182,94.56814563758392,163418,83743,79675,105893,0,157146,3563,950,158224,31,350,17
Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,101933,94663,117511,0,190916,2979,1052,191864,27,572,5
Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,101933,94663,117511,0,190916,2979,1052,191864,27,572,5
Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,101933,94663,117511,0,190916,2979,1052,191864,27,572,5
Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,138966,129022,197489,0,224738,25496,4384,234955,998,1519,80
Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,138966,129022,197489,0,224738,25496,4384,234955,998,1519,80
Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,138966,129022,197489,0,224738,25496,4384,234955,998,1519,80
Manipur,Senapati,25.08465586034914,94.03366234413956,479148,247323,231825,264477,1000,419210,43833,1649,426819,140,2409,53
Manipur,Senapati,25.08465586034914,94.03366234413956,479148,247323,231825,264477,1000,419210,43833,1649,426819,140,2409,53
Manipur,Senapati,25.08465586034914,94.03366234413956,479148,247323,231825,264477,1000,419210,43833,1649,426819,140,2409,53
Manipur,Tamenglong,24.98312942238265,93.49450740072204,140651,72371,68280,85006,22,134626,2995,589,134760,59,425,57
Manipur,Tamenglong,24.98312942238265,93.49450740072204,140651,72371,68280,85006,22,134626,2995,589,134760,59,425,57
Manipur,Tamenglong,24.98312942238265,93.49450740072204,140651,72371,68280,85006,22,134626,2995,589,134760,59,425,57
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274143,138820,135323,195935,443,254787,12034,2886,254979,152,495,87
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274143,138820,135323,195935,443,254787,12034,2886,254979,152,495,87
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274143,138820,135323,195935,443,254787,12034,2886,254979,152,495,87
Manipur,Bishnupur,24.50712111801243,93.8246236024845,237399,118782,118617,156333,22113,3287,175102,18691,4264,56,76,16
Manipur,Bishnupur,24.50712111801243,93.8246236024845,237399,118782,118617,156333,22113,3287,175102,18691,4264,56,76,16
Manipur,Bishnupur,24.50712111801243,93.8246236024845,237399,118782,118617,156333,22113,3287,175102,18691,4264,56,76,16
Manipur,Thoubal,24.545392553191498,93.97959893617023,422168,210845,211323,269304,40593,1808,267146,107323,4322,106,114,24
Manipur,Thoubal,24.545392553191498,93.97959893617023,422168,210845,211323,269304,40593,1808,267146,107323,4322,106,114,24
Manipur,Thoubal,24.545392553191498,93.97959893617023,422168,210845,211323,269304,40593,1808,267146,107323,4322,106,114,24
Manipur,Ukhrul,25.05900314960629,94.44129566929138,183998,94718,89280,129829,248,173606,7553,1115,174112,108,635,70
Manipur,Ukhrul,25.05900314960629,94.44129566929138,183998,94718,89280,129829,248,173606,7553,1115,174112,108,635,70
Manipur,Ukhrul,25.05900314960629,94.44129566929138,183998,94718,89280,129829,248,173606,7553,1115,174112,108,635,70
Manipur,Chandel,24.2635812987013,94.09443844155844,144182,74579,69603,90302,540,128280,10810,3086,129049,136,400,59
Manipur,Chandel,24.2635812987013,94.09443844155844,144182,74579,69603,90302,540,128280,10810,3086,129049,136,400,59
Manipur,Chandel,24.2635812987013,94.09443844155844,144182,74579,69603,90302,540,128280,10810,3086,129049,136,400,59
Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,44828,41536,60191,51,82080,2989,1782,69104,13,12328,25
Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,44828,41536,60191,51,82080,2989,1782,69104,13,12328,25
Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,44828,41536,60191,51,82080,2989,1782,69104,13,12328,25
Mizoram,Kolasib,24.2020004347826,92.73470391304348,83955,42918,41037,65895,84,73609,4000,4426,75210,16,108,2
Mizoram,Kolasib,24.2020004347826,92.73470391304348,83955,42918,41037,65895,84,73609,4000,4426,75210,16,108,2
Mizoram,Kolasib,24.2020004347826,92.73470391304348,83955,42918,41037,65895,84,73609,4000,4426,75210,16,108,2
Mizoram,Aizawl,23.90781335453101,92.85359459459472,400309,199270,201039,340595,627,373542,13249,5264,379134,105,1570,76
Mizoram,Aizawl,23.90781335453101,92.85359459459472,400309,199270,201039,340595,627,373542,13249,5264,379134,105,1570,76
Mizoram,Aizawl,23.90781335453101,92.85359459459472,400309,199270,201039,340595,627,373542,13249,5264,379134,105,1570,76
Mizoram,Champhai,23.54166580976866,93.24221799485862,125745,63388,62357,100802,17,123466,1075,699,123446,9,151,45
Mizoram,Champhai,23.54166580976866,93.24221799485862,125745,63388,62357,100802,17,123466,1075,699,123446,9,151,45
Mizoram,Champhai,23.54166580976866,93.24221799485862,125745,63388,62357,100802,17,123466,1075,699,123446,9,151,45
Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,32851,32086,54476,32,62889,991,335,63444,6,60,9
Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,32851,32086,54476,32,62889,991,335,63444,6,60,9
Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,32851,32086,54476,32,62889,991,335,63444,6,60,9
Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,82891,78537,121122,178,153533,5231,1290,127124,74,27543,93
Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,82891,78537,121122,178,153533,5231,1290,127124,74,27543,93
Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,82891,78537,121122,178,153533,5231,1290,127124,74,27543,93
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,117894,60599,57295,62861,146,112354,1668,522,63892,52,51549,122
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,117894,60599,57295,62861,146,112354,1668,522,63892,52,51549,122
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,117894,60599,57295,62861,146,112354,1668,522,63892,52,51549,122
Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,28594,27980,42233,83,54642,933,514,54977,11,102,4
Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,28594,27980,42233,83,54642,933,514,54977,11,102,4
Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,28594,27980,42233,83,54642,933,514,54977,11,102,4
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,338094,431944,1512801,152791,53622,499,2128,362
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,338094,431944,1512801,152791,53622,499,2128,362
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,338094,431944,1512801,152791,53622,499,2128,362
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,140168,344835,736015,49258,39258,245,49420,106
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,140168,344835,736015,49258,39258,245,49420,106
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,140168,344835,736015,49258,39258,245,49420,106
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,61688,210608,307120,8256,22940,175,39120,85
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,61688,210608,307120,8256,22940,175,39120,85
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,61688,210608,307120,8256,22940,175,39120,85
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,114968,179426,507967,105737,44062,151,34717,307
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,114968,179426,507967,105737,44062,151,34717,307
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,114968,179426,507967,105737,44062,151,34717,307
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,643291,324159,319132,358702,8810,474009,122936,106788,389956,209,3392,144
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,643291,324159,319132,358702,8810,474009,122936,106788,389956,209,3392,144
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,643291,324159,319132,358702,8810,474009,122936,106788,389956,209,3392,144
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,317917,161223,156694,192147,509,305180,17272,3359,289708,56,1004,38
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,317917,161223,156694,192147,509,305180,17272,3359,289708,56,1004,38
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,317917,161223,156694,192147,509,305180,17272,3359,289708,56,1004,38
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,142334,73170,69164,82062,319,134237,7036,1050,132984,27,332,10
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,142334,73170,69164,82062,319,134237,7036,1050,132984,27,332,10
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,142334,73170,69164,82062,319,134237,7036,1050,132984,27,332,10
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,383461,193715,189746,230678,168,375097,6498,1533,366881,58,1313,38
